id_entrega,distancia_km,tipo_veiculo,capacidade_veiculo_t,carga_t,tempo_estimado_min,tempo_real_min,valor_frete,custo_combustivel
17244,394.38,Carreta_Sider,28.0,25.24,554.25,567.07,3176.58,1308.07
17245,36.56,Truck,14.0,12.46,128.0,123.4,368.08,62.14
17246,216.36,3/4,4.0,2.51,456.62,517.73,764.88,186.65
17247,226.2,Carreta_Bau,28.0,4.63,402.46,370.81,1618.35,700.5
17248,10.02,Toco,6.0,2.65,47.66,60.9,77.31,14.11
17249,367.16,Carreta_Bau,28.0,12.44,588.66,535.37,2704.53,1149.08
17250,50.3,3/4,4.0,3.05,156.68,132.28,190.54,37.38
17251,92.93,Truck,14.0,11.76,310.44,304.3,659.25,156.74
17252,65.75,Truck,14.0,6.32,213.51,222.62,432.05,108.96
17253,494.05,Carreta_Bau,28.0,14.24,729.46,680.71,3596.15,1547.33
17254,18.45,VUC,3.0,1.02,51.92,51.73,67.01,15.91
17255,50.8,Toco,6.0,4.61,116.25,159.31,261.72,56.58
17256,86.06,Truck,14.0,6.25,234.28,251.7,550.17,138.97
17257,8.94,Toco,6.0,4.5,51.59,39.04,92.66,10.88
17258,516.43,Carreta_Bau,28.0,21.02,583.83,690.63,3869.98,1650.71
17259,246.84,Carreta_Sider,28.0,7.92,440.82,382.54,1868.73,798.53
17260,62.05,Toco,6.0,5.42,178.1,177.14,318.9,68.42
17261,497.19,Carreta_Sider,28.0,23.82,729.43,720.23,3868.69,1644.94
17262,355.24,Carreta_Sider,28.0,18.08,514.64,560.48,2776.52,1165.4
17263,69.64,3/4,4.0,0.89,205.03,168.51,235.43,51.17
17264,68.07,VUC,3.0,0.88,174.13,146.37,209.58,47.26
17265,17.67,VUC,3.0,0.69,55.61,47.54,68.05,4.33
17266,86.56,Toco,6.0,3.26,268.08,235.73,401.26,86.98
17267,33.33,VUC,3.0,1.13,73.31,106.2,113.0,28.9
17268,480.25,Carreta_Bau,28.0,23.97,604.99,672.29,3651.09,1529.59
17269,106.84,Truck,14.0,7.29,297.91,309.66,674.28,180.62
17270,8.71,Toco,6.0,3.21,22.92,46.98,86.89,17.24
17271,109.1,VUC,3.0,2.8,222.78,238.73,341.0,73.13
17272,126.69,Truck,14.0,8.98,371.5,381.33,793.63,210.9
17273,11.57,VUC,3.0,1.44,43.13,32.83,64.01,-0.49
17274,45.64,3/4,4.0,3.94,106.05,148.16,192.41,37.17
17275,436.87,Carreta_Sider,28.0,15.21,657.24,620.86,3299.19,1422.79
17276,153.63,Truck,14.0,9.0,379.45,435.28,947.86,253.74
17277,7.64,VUC,3.0,1.42,34.52,20.1,40.9,7.09
17278,170.05,Toco,6.0,4.31,384.15,430.94,744.79,187.89
17279,74.94,3/4,4.0,3.24,151.18,165.9,294.61,64.54
17280,343.79,Carreta_Bau,28.0,19.16,575.14,506.74,2642.52,1085.5
17281,501.91,Carreta_Sider,28.0,10.11,748.87,721.67,3694.09,1617.03
17282,82.79,VUC,3.0,2.85,154.19,165.86,264.32,48.57
17283,5.22,3/4,4.0,2.34,34.17,8.71,45.97,2.61
17284,77.71,VUC,3.0,2.56,185.28,183.44,253.8,57.61
17285,336.02,Carreta_Bau,28.0,4.41,471.16,481.88,2389.46,1026.72
17286,406.35,Carreta_Sider,28.0,16.52,644.11,588.07,3107.79,1324.69
17287,174.79,Toco,6.0,5.67,446.42,465.77,769.82,198.28
17288,93.29,VUC,3.0,2.2,174.25,196.9,296.43,63.58
17289,6.76,VUC,3.0,0.74,15.59,8.0,25.59,5.78
17290,69.97,VUC,3.0,2.26,146.53,168.11,218.47,41.96
17291,94.92,3/4,4.0,0.65,207.65,225.2,316.14,85.15
17292,76.54,Truck,14.0,6.49,251.7,238.37,509.17,118.18
17293,483.52,Carreta_Sider,28.0,9.83,588.38,649.8,3563.33,1558.64
17294,49.99,3/4,4.0,1.46,136.97,112.84,189.15,42.65
17295,118.75,VUC,3.0,0.56,251.82,252.93,349.39,70.52
17296,215.2,Truck,14.0,9.44,631.29,613.49,1282.57,351.83
17297,287.83,Carreta_Bau,28.0,21.86,436.11,461.66,2301.62,928.06
17298,84.52,3/4,4.0,1.59,222.37,202.69,302.17,65.15
17299,191.12,Truck,14.0,9.08,517.5,557.72,1141.09,304.92
17300,377.1,Carreta_Sider,28.0,16.04,569.81,571.99,2888.81,1225.5
17301,68.42,Truck,14.0,13.92,186.06,217.01,573.78,116.62
17302,383.49,Carreta_Sider,28.0,23.53,607.03,580.26,3060.06,1276.02
17303,185.04,VUC,3.0,2.86,423.19,393.28,556.73,121.41
17304,30.61,3/4,4.0,3.4,122.57,97.1,137.06,18.24
17305,24.41,3/4,4.0,2.84,66.2,77.25,121.83,21.35
17306,50.64,3/4,4.0,0.84,110.6,136.64,182.54,46.33
17307,37.94,VUC,3.0,2.64,120.9,84.41,132.22,26.37
17308,98.65,Truck,14.0,11.16,267.04,298.35,679.52,165.79
17309,33.98,VUC,3.0,1.17,83.16,81.06,112.8,12.2
17310,20.19,Truck,14.0,5.31,85.16,90.9,180.98,25.92
17311,80.92,3/4,4.0,2.38,191.46,201.54,304.42,68.05
17312,68.16,VUC,3.0,1.17,147.52,163.3,221.99,48.92
17313,34.15,Toco,6.0,5.85,89.53,94.49,207.88,34.01
17314,25.63,VUC,3.0,0.94,66.45,46.44,82.86,17.21
17315,15.66,3/4,4.0,1.12,57.67,43.71,61.75,13.89
17316,14.24,Toco,6.0,1.12,42.39,44.43,73.86,9.91
17317,126.58,Truck,14.0,8.68,325.4,368.07,783.99,203.76
17318,95.18,Toco,6.0,4.68,235.18,251.78,450.27,104.49
17319,60.92,VUC,3.0,1.95,159.47,120.25,187.02,37.42
17320,13.9,VUC,3.0,0.98,32.01,33.25,46.43,12.89
17321,91.38,Truck,14.0,13.09,310.78,274.56,670.57,150.38
17322,29.4,3/4,4.0,1.89,80.08,65.11,130.12,29.23
17323,6.35,Toco,6.0,1.62,30.69,17.32,42.47,4.97
17324,479.79,Carreta_Sider,28.0,8.75,617.25,657.86,3519.28,1539.8
17325,359.21,Carreta_Sider,28.0,14.63,530.22,542.85,2755.31,1170.98
17326,81.84,Truck,14.0,8.58,212.58,252.81,551.66,133.53
17327,153.83,Truck,14.0,9.26,423.91,459.15,949.61,250.57
17328,37.45,Toco,6.0,1.27,109.35,107.62,160.02,39.48
17329,35.21,VUC,3.0,2.66,89.4,94.86,126.85,27.46
17330,14.79,VUC,3.0,1.31,64.45,50.1,65.49,11.07
17331,64.1,3/4,4.0,1.48,165.97,165.61,238.38,43.01
17332,134.32,3/4,4.0,2.94,255.66,312.59,481.47,111.39
17333,36.65,Toco,6.0,4.03,123.1,110.21,191.57,36.47
17334,442.48,Carreta_Sider,28.0,27.83,608.27,633.38,3542.69,1479.85
17335,78.89,VUC,3.0,1.5,169.3,164.79,232.62,40.8
17336,439.69,Carreta_Sider,28.0,8.56,626.55,634.36,3233.94,1411.83
17337,489.14,Carreta_Bau,28.0,27.35,542.22,678.93,3764.82,1582.49
17338,61.39,VUC,3.0,1.68,160.86,135.3,191.24,42.52
17339,84.07,VUC,3.0,2.14,202.53,194.07,262.82,53.93
17340,162.69,Truck,14.0,2.6,410.91,479.3,916.89,251.83
17341,60.65,VUC,3.0,1.31,107.57,137.15,181.45,37.3
17342,74.91,3/4,4.0,3.96,214.65,180.7,303.55,72.44
17343,316.97,Carreta_Bau,28.0,27.15,520.48,499.7,2592.22,1020.02
17344,67.39,Truck,14.0,13.81,221.12,212.85,566.37,123.68
17345,46.1,VUC,3.0,2.55,104.39,112.59,162.0,34.1
17346,66.67,3/4,4.0,2.3,170.07,160.51,260.07,55.84
17347,64.39,VUC,3.0,1.91,146.4,152.64,211.5,42.58
17348,4.61,VUC,3.0,0.64,10.38,30.43,25.0,4.77
17349,67.58,VUC,3.0,2.47,143.97,153.63,212.49,41.08
17350,27.86,VUC,3.0,2.36,57.13,85.27,111.79,16.02
17351,53.31,VUC,3.0,2.26,120.19,132.35,178.95,44.52
17352,14.13,Toco,6.0,2.85,50.95,50.42,104.69,22.72
17353,146.63,Toco,6.0,2.26,460.04,381.64,627.87,155.55
17354,6.1,3/4,4.0,3.35,38.36,34.41,66.43,1.36
17355,5.38,3/4,4.0,3.91,21.32,42.98,60.04,-3.3
17356,18.4,3/4,4.0,2.04,42.63,36.65,87.53,26.33
17357,433.15,Carreta_Sider,28.0,5.52,653.28,628.32,3136.83,1385.68
17358,5.81,VUC,3.0,2.75,16.57,8.0,51.12,10.03
17359,16.05,VUC,3.0,2.21,45.25,52.46,78.57,7.67
17360,270.31,Carreta_Bau,28.0,20.18,405.29,432.13,2164.87,857.05
17361,54.88,VUC,3.0,2.86,111.32,123.58,186.31,31.36
17362,390.73,Carreta_Sider,28.0,20.16,590.41,587.39,3046.75,1268.17
17363,107.88,3/4,4.0,2.7,281.22,239.66,389.54,87.67
17364,425.62,Carreta_Sider,28.0,21.1,607.26,610.42,3318.48,1402.92
17365,40.42,VUC,3.0,1.68,71.56,81.05,137.04,27.14
17366,93.25,3/4,4.0,1.58,204.77,213.69,318.58,75.2
17367,77.59,VUC,3.0,1.09,196.39,186.1,233.59,52.43
17368,192.53,Truck,14.0,10.74,552.36,583.87,1171.13,314.83
17369,453.19,Carreta_Bau,28.0,9.97,692.56,623.51,3268.41,1415.6
17370,173.99,Truck,14.0,13.18,456.99,520.36,1098.11,294.21
17371,17.36,Truck,14.0,6.9,91.48,102.52,195.32,32.34
17372,430.79,Carreta_Bau,28.0,19.28,580.48,603.72,3240.32,1368.56
17373,41.93,Truck,14.0,2.61,111.78,130.84,254.14,62.91
17374,151.99,Toco,6.0,3.19,372.29,405.32,666.23,158.72
17375,43.22,Toco,6.0,2.94,97.65,118.51,220.7,35.87
17376,36.95,3/4,4.0,3.17,99.45,85.66,168.94,35.53
17377,49.1,3/4,4.0,0.79,144.88,136.54,176.57,32.31
17378,376.95,Carreta_Bau,28.0,13.78,613.1,560.26,2786.34,1182.97
17379,64.96,3/4,4.0,3.52,171.78,154.78,259.18,57.17
17380,62.32,3/4,4.0,2.87,180.86,154.81,245.9,47.96
17381,36.5,VUC,3.0,2.43,80.28,100.82,127.85,23.11
17382,68.16,Truck,14.0,11.18,182.58,210.82,513.08,114.45
17383,426.18,Carreta_Bau,28.0,19.95,488.96,618.17,3223.22,1354.05
17384,30.34,Toco,6.0,2.9,85.56,114.57,160.57,35.08
17385,80.03,VUC,3.0,1.47,179.42,159.65,251.09,48.85
17386,259.15,Carreta_Bau,28.0,5.42,416.59,378.42,1879.44,798.2
17387,91.76,Toco,6.0,1.89,240.04,221.4,402.37,93.73
17388,30.82,3/4,4.0,2.5,83.36,77.81,125.14,25.54
17389,75.41,Toco,6.0,5.46,189.07,189.35,372.69,83.53
17390,78.02,Truck,14.0,9.39,244.79,262.16,549.1,123.61
17391,48.66,VUC,3.0,1.44,115.65,99.12,160.62,33.18
17392,11.99,3/4,4.0,3.43,44.69,38.35,85.82,-1.99
17393,75.54,VUC,3.0,1.59,178.77,172.85,233.15,53.73
17394,198.84,Toco,6.0,2.23,459.46,495.04,830.99,206.35
17395,241.42,Carreta_Sider,28.0,6.11,401.21,387.8,1811.7,775.63
17396,221.05,Carreta_Sider,28.0,23.92,352.58,392.7,1923.19,735.1
17397,41.08,VUC,3.0,2.02,118.03,140.85,141.74,31.56
17398,22.93,VUC,3.0,1.93,66.98,65.51,82.63,9.13
17399,364.05,Carreta_Sider,28.0,21.35,558.97,527.1,2902.43,1198.2
17400,113.94,Truck,14.0,9.3,370.87,356.4,739.15,188.67
17401,61.03,VUC,3.0,1.34,119.79,142.18,189.02,40.99
17402,43.76,VUC,3.0,2.02,75.46,109.98,149.16,32.43
17403,11.97,3/4,4.0,1.08,45.65,40.79,53.53,13.23
17404,93.51,VUC,3.0,1.21,211.11,216.68,272.46,61.76
17405,26.26,Toco,6.0,3.64,86.31,81.41,153.35,31.03
17406,50.5,3/4,4.0,0.84,142.16,131.83,171.7,45.35
17407,112.61,Toco,6.0,5.09,347.09,300.61,519.47,124.36
17408,64.72,VUC,3.0,0.56,135.15,146.42,182.21,46.31
17409,14.47,3/4,4.0,1.87,50.32,43.7,56.93,11.81
17410,71.29,Toco,6.0,3.22,169.47,210.53,332.83,68.81
17411,217.3,Toco,6.0,4.37,486.7,572.89,926.73,244.36
17412,212.71,VUC,3.0,0.84,475.0,475.56,619.75,136.44
17413,62.99,3/4,4.0,3.39,158.78,159.04,251.72,53.53
17414,48.93,3/4,4.0,2.05,140.36,128.12,189.28,41.93
17415,170.25,Truck,14.0,5.09,548.0,503.23,979.49,282.4
17416,399.65,Carreta_Bau,28.0,6.54,562.76,548.79,2845.43,1236.52
17417,52.08,VUC,3.0,2.81,133.52,133.08,175.8,41.7
17418,105.1,Truck,14.0,6.9,293.57,316.07,664.29,173.33
17419,90.89,Toco,6.0,2.84,199.26,250.93,400.7,96.33
17420,86.89,Truck,14.0,4.24,265.31,250.57,525.51,133.23
17421,14.19,VUC,3.0,1.74,62.96,50.14,65.1,9.56
17422,37.56,Truck,14.0,5.91,125.58,149.1,279.98,67.42
17423,51.03,VUC,3.0,0.87,117.98,108.08,144.78,29.35
17424,87.72,Truck,14.0,11.06,293.84,269.77,614.72,147.0
17425,487.8,Carreta_Sider,28.0,25.58,716.61,694.19,3834.45,1628.47
17426,78.31,VUC,3.0,1.35,182.92,167.02,239.47,41.0
17427,416.93,Carreta_Bau,28.0,11.02,637.81,603.38,3027.12,1303.65
17428,39.17,VUC,3.0,1.4,79.67,95.21,129.82,27.74
17429,84.65,3/4,4.0,3.74,211.87,192.64,338.95,75.09
17430,266.26,Carreta_Sider,28.0,18.09,467.26,419.05,2136.04,862.71
17431,460.05,Carreta_Sider,28.0,8.15,614.27,619.58,3372.42,1470.67
17432,357.72,Carreta_Bau,28.0,19.25,552.82,515.34,2740.56,1125.62
17433,337.35,Carreta_Sider,28.0,13.75,518.53,491.87,2586.35,1087.37
17434,38.41,Toco,6.0,0.99,109.81,96.3,176.66,44.95
17435,28.68,3/4,4.0,3.9,78.75,76.17,147.1,23.24
17436,59.5,Toco,6.0,1.49,164.2,150.08,260.52,67.5
17437,36.39,VUC,3.0,1.5,75.61,85.8,110.03,27.06
17438,60.64,VUC,3.0,2.13,147.27,143.24,213.16,33.58
17439,41.28,Truck,14.0,9.07,128.95,149.17,345.62,68.6
17440,228.03,Carreta_Sider,28.0,4.3,382.23,373.7,1688.67,716.98
17441,376.82,Carreta_Bau,28.0,18.67,448.69,511.71,2870.59,1196.65
17442,154.37,VUC,3.0,2.3,313.63,323.33,463.3,102.23
17443,318.08,Carreta_Bau,28.0,24.41,492.92,504.13,2557.3,1019.75
17444,76.41,3/4,4.0,1.23,206.96,215.24,269.77,55.4
17445,90.84,VUC,3.0,0.54,195.92,209.81,278.72,49.49
17446,144.35,Truck,14.0,13.34,431.85,436.43,959.98,253.83
17447,284.19,Carreta_Sider,28.0,20.39,412.88,442.18,2306.58,937.42
17448,28.6,Toco,6.0,3.22,82.6,107.81,170.12,29.6
17449,50.41,3/4,4.0,3.07,149.24,126.86,208.67,48.04
17450,69.92,VUC,3.0,0.85,172.1,152.31,206.12,51.45
17451,18.43,Truck,14.0,13.5,55.62,101.82,276.51,36.86
17452,76.43,VUC,3.0,2.12,152.69,126.88,246.28,48.43
17453,57.05,3/4,4.0,3.58,119.53,143.21,241.96,47.62
17454,17.63,VUC,3.0,1.87,45.08,28.66,73.97,15.32
17455,356.92,Carreta_Bau,28.0,23.26,549.08,537.2,2799.02,1141.69
17456,83.01,3/4,4.0,1.71,203.9,222.98,308.97,75.81
17457,161.09,Toco,6.0,1.58,367.47,420.53,678.19,172.38
17458,189.4,Truck,14.0,6.31,522.35,581.13,1097.22,311.31
17459,42.83,3/4,4.0,3.65,81.82,115.61,182.16,42.24
17460,440.63,Carreta_Sider,28.0,20.81,574.18,659.16,3423.94,1443.38
17461,20.07,VUC,3.0,1.61,44.26,31.85,78.91,13.57
17462,21.78,Truck,14.0,4.9,75.82,89.2,193.96,40.88
17463,75.48,VUC,3.0,1.98,148.95,149.44,239.91,44.62
17464,203.68,Toco,6.0,3.92,455.81,525.21,877.72,219.51
17465,135.61,Truck,14.0,8.42,340.73,401.61,843.8,228.0
17466,89.15,3/4,4.0,3.11,185.89,212.29,341.26,84.15
17467,38.42,3/4,4.0,1.43,110.44,98.15,151.38,14.57
17468,11.17,VUC,3.0,1.75,26.05,50.67,50.08,13.16
17469,235.54,Carreta_Bau,28.0,11.54,381.0,378.93,1788.79,724.54
17470,13.17,3/4,4.0,1.3,27.6,47.62,62.72,10.69
17471,63.56,3/4,4.0,1.73,125.7,157.4,234.62,46.54
17472,492.43,Carreta_Bau,28.0,23.31,658.86,695.41,3734.44,1574.19
17473,37.74,3/4,4.0,0.99,81.27,96.25,141.21,31.93
17474,42.78,3/4,4.0,1.54,113.39,95.42,153.03,38.54
17475,34.67,Toco,6.0,3.62,98.65,118.97,177.55,44.87
17476,46.36,Truck,14.0,6.87,124.83,150.27,341.94,68.68
17477,62.56,Toco,6.0,5.12,171.51,179.09,321.16,74.83
17478,53.24,VUC,3.0,2.44,90.77,133.43,174.48,33.23
17479,18.95,Toco,6.0,4.36,76.62,52.67,134.7,19.48
17480,389.86,Carreta_Sider,28.0,10.92,593.78,556.28,2911.38,1265.3
17481,48.71,VUC,3.0,0.5,103.73,92.06,147.44,34.71
17482,339.56,Carreta_Sider,28.0,11.67,586.56,504.29,2574.99,1087.95
17483,45.92,VUC,3.0,1.98,90.67,122.2,145.84,29.21
17484,452.18,Carreta_Sider,28.0,6.61,623.58,636.53,3300.03,1440.8
17485,53.66,3/4,4.0,3.4,142.18,156.3,229.99,44.07
17486,375.58,Carreta_Sider,28.0,27.68,443.36,575.33,3068.73,1252.59
17487,14.07,3/4,4.0,3.11,49.69,40.41,83.97,14.39
17488,17.97,3/4,4.0,2.01,51.63,46.62,85.82,8.9
17489,52.25,3/4,4.0,3.31,104.36,155.46,214.29,43.86
17490,29.06,3/4,4.0,1.53,73.65,91.37,116.37,22.4
17491,439.74,Carreta_Sider,28.0,26.91,534.81,642.96,3509.64,1466.98
17492,374.29,Carreta_Sider,28.0,12.93,590.36,553.42,2824.9,1211.42
17493,462.31,Carreta_Sider,28.0,20.62,701.2,658.07,3573.19,1525.31
17494,61.24,Truck,14.0,2.33,226.83,158.41,360.63,99.02
17495,360.2,Carreta_Sider,28.0,19.21,448.89,543.33,2831.23,1184.35
17496,207.57,3/4,4.0,1.61,448.88,459.35,719.62,175.48
17497,37.92,VUC,3.0,0.71,79.48,85.04,120.2,18.1
17498,24.09,VUC,3.0,1.56,72.56,44.68,80.84,13.53
17499,112.48,3/4,4.0,0.96,301.67,262.62,391.97,90.22
17500,63.73,VUC,3.0,0.92,160.26,129.2,191.71,44.03
17501,39.85,VUC,3.0,2.73,94.53,96.48,140.47,30.31
17502,139.76,Toco,6.0,1.22,335.15,370.83,597.63,148.13
17503,18.34,Truck,14.0,9.54,60.11,85.6,223.52,30.89
17504,77.6,VUC,3.0,0.6,190.58,150.75,232.85,40.79
17505,43.29,VUC,3.0,2.28,93.62,78.91,158.97,26.11
17506,312.79,Carreta_Bau,28.0,27.47,415.41,466.06,2563.9,997.66
17507,508.0,Carreta_Sider,28.0,14.42,631.05,725.32,3795.31,1653.69
17508,417.77,Carreta_Sider,28.0,27.24,541.79,650.63,3356.8,1403.94
17509,424.56,Carreta_Sider,28.0,19.47,567.89,608.96,3277.41,1390.49
17510,87.27,Truck,14.0,9.19,231.28,258.16,593.95,144.46
17511,21.6,3/4,4.0,1.18,44.73,83.04,88.49,20.11
17512,83.75,VUC,3.0,2.88,180.03,179.79,269.5,49.23
17513,78.25,3/4,4.0,3.53,213.12,190.11,312.65,66.91
17514,377.11,Carreta_Bau,28.0,7.34,449.92,536.97,2702.09,1170.61
17515,478.98,Carreta_Sider,28.0,4.88,670.27,657.3,3454.35,1525.41
17516,13.46,Truck,14.0,6.37,47.86,53.64,170.85,22.15
17517,407.57,Carreta_Bau,28.0,7.99,559.85,569.28,2912.15,1262.89
17518,204.8,Truck,14.0,6.1,633.49,590.41,1184.75,327.96
17519,52.38,Toco,6.0,5.79,151.18,125.93,288.1,61.56
17520,63.49,VUC,3.0,2.65,118.17,131.35,210.52,50.25
17521,49.09,3/4,4.0,2.1,142.75,123.38,195.74,31.49
17522,39.51,Toco,6.0,2.31,105.59,108.54,190.55,31.68
17523,89.89,Toco,6.0,3.85,235.76,247.96,409.55,91.95
17524,67.77,VUC,3.0,2.84,132.97,141.95,211.85,42.2
17525,91.89,Toco,6.0,4.93,255.73,272.24,421.91,99.93
17526,81.01,Toco,6.0,5.33,199.46,221.3,412.0,90.23
17527,307.28,Carreta_Bau,28.0,22.31,376.86,472.25,2447.06,982.37
17528,266.85,Carreta_Bau,28.0,16.19,347.78,410.22,2080.32,841.44
17529,78.36,3/4,4.0,1.08,167.89,185.84,293.43,71.66
17530,70.03,Toco,6.0,5.07,203.72,166.97,344.05,72.63
17531,62.79,VUC,3.0,2.11,144.75,142.07,202.16,45.11
17532,84.7,Toco,6.0,4.84,231.16,256.72,392.24,103.16
17533,59.82,Toco,6.0,4.64,197.23,180.58,297.85,58.37
17534,10.85,3/4,4.0,1.44,32.43,17.1,52.54,-0.66
17535,57.01,VUC,3.0,1.18,139.99,133.6,174.29,37.11
17536,165.29,3/4,4.0,3.51,400.41,390.67,601.89,145.91
17537,13.36,VUC,3.0,1.49,29.55,61.53,60.24,8.71
17538,189.51,Toco,6.0,1.81,533.24,472.38,798.13,191.96
17539,90.39,Truck,14.0,9.75,218.79,313.73,610.1,140.35
17540,62.85,Toco,6.0,2.42,193.75,175.15,286.03,65.05
17541,216.19,3/4,4.0,2.79,468.43,485.22,759.45,186.77
17542,54.56,3/4,4.0,2.61,111.2,115.02,225.85,44.72
17543,168.8,Truck,14.0,9.99,423.12,498.31,1041.58,279.19
17544,187.36,VUC,3.0,2.98,355.59,401.02,566.82,124.01
17545,22.0,Truck,14.0,5.4,92.19,71.33,201.69,40.22
17546,50.93,3/4,4.0,3.92,128.92,139.63,215.15,38.41
17547,35.17,VUC,3.0,2.4,75.96,93.04,130.62,23.29
17548,65.46,Toco,6.0,5.26,149.11,182.53,333.14,79.54
17549,59.0,Toco,6.0,4.99,132.97,154.31,297.37,61.09
17550,49.44,3/4,4.0,0.68,138.15,125.37,171.9,37.82
17551,484.47,Carreta_Bau,28.0,16.19,729.46,693.47,3562.37,1529.33
17552,240.88,Carreta_Sider,28.0,6.72,334.23,374.7,1806.4,764.41
17553,27.0,Toco,6.0,4.33,107.5,62.74,152.97,23.76
17554,51.84,VUC,3.0,0.6,95.95,113.36,160.91,30.79
17555,446.69,Carreta_Sider,28.0,4.99,613.13,617.54,3241.85,1420.9
17556,122.37,Toco,6.0,5.52,357.55,296.13,558.9,139.34
17557,46.01,VUC,3.0,2.79,86.0,113.91,157.08,25.63
17558,81.47,VUC,3.0,2.04,144.61,161.84,258.41,52.72
17559,512.27,Carreta_Bau,28.0,15.15,735.71,678.54,3749.03,1619.32
17560,420.04,Carreta_Sider,28.0,23.92,638.81,629.95,3330.25,1396.82
17561,480.35,Carreta_Sider,28.0,27.15,615.26,713.33,3807.94,1600.58
17562,85.38,Truck,14.0,2.75,214.2,297.43,499.51,137.43
17563,73.09,VUC,3.0,0.71,205.7,140.4,220.49,41.43
17564,33.09,3/4,4.0,3.68,71.65,96.59,153.02,30.08
17565,7.47,VUC,3.0,0.7,27.62,8.05,25.96,12.35
17566,318.51,Carreta_Bau,28.0,21.2,441.71,483.76,2502.97,1022.08
17567,88.21,Truck,14.0,8.69,234.8,272.4,585.95,144.45
17568,364.68,Carreta_Sider,28.0,16.61,509.92,514.36,2816.35,1191.36
17569,248.35,Carreta_Bau,28.0,6.52,311.24,393.21,1806.72,764.37
17570,278.61,Carreta_Sider,28.0,21.54,389.23,448.63,2287.17,913.48
17571,414.07,Carreta_Bau,28.0,18.53,644.02,597.92,3115.24,1311.24
17572,116.24,Toco,6.0,5.64,348.88,289.53,526.98,130.29
17573,94.27,Truck,14.0,7.82,253.61,320.17,606.28,157.55
17574,15.56,Truck,14.0,12.96,94.29,80.85,272.73,25.55
17575,66.39,VUC,3.0,0.92,149.58,153.27,200.63,44.12
17576,110.53,Truck,14.0,4.53,272.4,351.97,660.78,165.27
17577,466.84,Carreta_Sider,28.0,26.79,687.73,677.12,3701.82,1555.82
17578,42.69,3/4,4.0,0.94,84.58,97.76,155.22,32.4
17579,17.52,3/4,4.0,1.4,55.45,69.98,70.47,8.41
17580,94.83,Toco,6.0,1.62,229.66,249.2,402.79,103.45
17581,88.92,Toco,6.0,4.52,268.69,252.74,428.53,104.82
17582,141.75,Toco,6.0,4.88,381.81,367.34,630.74,156.03
17583,93.42,Toco,6.0,5.5,261.16,281.53,457.41,107.88
17584,401.44,Carreta_Bau,28.0,7.69,529.11,562.23,2870.93,1242.48
17585,17.09,VUC,3.0,1.27,43.59,38.82,61.57,21.13
17586,48.77,3/4,4.0,1.68,142.84,128.84,184.31,33.12
17587,85.52,Truck,14.0,13.68,206.74,265.63,646.04,142.54
17588,179.81,Toco,6.0,3.87,492.52,448.96,769.93,199.86
17589,65.44,Truck,14.0,6.12,221.51,227.4,435.77,105.95
17590,43.55,Truck,14.0,5.65,115.66,129.39,303.19,77.36
17591,51.02,VUC,3.0,1.26,132.07,131.52,162.61,22.06
17592,250.64,Carreta_Sider,28.0,21.15,346.45,437.38,2087.61,824.74
17593,219.76,Toco,6.0,3.7,490.74,554.05,940.53,238.04
17594,303.39,Carreta_Bau,28.0,19.04,359.41,466.32,2361.78,962.54
17595,7.51,3/4,4.0,2.2,37.76,21.17,56.01,-1.55
17596,446.33,Carreta_Bau,28.0,4.82,626.12,627.68,3147.03,1373.91
17597,59.65,VUC,3.0,2.2,139.81,117.38,195.63,36.92
17598,467.1,Carreta_Sider,28.0,21.43,552.16,684.62,3629.37,1540.15
17599,82.23,3/4,4.0,1.21,224.21,198.05,294.11,74.14
17600,4.25,VUC,3.0,2.11,23.11,9.89,32.91,3.3
17601,189.37,3/4,4.0,3.58,411.64,427.87,686.22,165.71
17602,238.5,Carreta_Sider,28.0,18.55,393.86,404.26,1964.09,787.43
17603,18.56,Truck,14.0,10.06,67.88,65.37,249.25,36.54
17604,51.14,3/4,4.0,2.98,117.34,137.92,194.1,31.89
17605,450.69,Carreta_Bau,28.0,11.92,521.63,626.11,3267.21,1413.7
17606,133.09,VUC,3.0,0.84,257.38,279.41,388.07,87.86
17607,144.68,Toco,6.0,3.31,452.59,381.27,614.85,155.63
17608,55.05,VUC,3.0,1.04,125.51,113.89,170.61,32.55
17609,35.25,Truck,14.0,10.28,108.69,124.77,327.61,52.5
17610,298.82,Carreta_Bau,28.0,21.22,376.04,454.37,2354.14,943.14
17611,430.81,Carreta_Sider,28.0,4.39,565.78,591.47,3113.82,1374.07
17612,237.79,Carreta_Bau,28.0,26.91,294.54,392.0,2047.69,770.91
17613,124.51,Truck,14.0,13.11,377.57,357.89,853.47,207.28
17614,6.54,3/4,4.0,1.05,20.25,21.92,31.27,9.0
17615,71.67,VUC,3.0,1.67,151.73,135.36,218.52,51.04
17616,506.34,Carreta_Sider,28.0,9.17,781.12,688.66,3718.97,1617.33
17617,26.11,Toco,6.0,5.82,63.69,73.24,164.9,30.26
17618,494.04,Carreta_Sider,28.0,17.67,566.05,703.68,3752.91,1613.94
17619,372.06,Carreta_Sider,28.0,20.86,455.08,544.29,2925.78,1226.54
17620,384.8,Carreta_Bau,28.0,27.47,581.06,548.95,3065.35,1243.66
17621,62.66,3/4,4.0,2.89,137.55,150.34,247.99,57.46
17622,491.82,Carreta_Sider,28.0,24.92,759.53,730.63,3833.47,1624.05
